id,title,avgscore,backCateName,areaname,avgprice,comments
1367745837,合源涮肉,5.0,老北京火锅,亚运村,103.0,1
974885289,海味三寻糟粕醋火锅,5.0,海鲜火锅,北苑家园,0.0,1
1011628861,食神锅奉行（8号公馆店）,5.0,海鲜火锅,朝阳公园/团结湖,650.0,0
1140055098,咏熹老鸭汤（房琉路店）,5.0,汤锅,城关街道,67.0,0
1892244747,浩舢湖苑餐厅&民宿,5.0,老北京火锅,怀柔区,110.0,0
953074859,六嘉一鸡汤馆,5.0,特色火锅,密云县县城,113.0,0
112027864,重八牛府（花乡奥莱店）,4.9,重庆火锅,花乡/新发地,99.0,11547
98147680,重八牛府之小刀牛试（魏公村店）,4.8,重庆火锅,魏公村,106.0,5544
116715191,聚焦鲜牛肉潮汕火锅（丰台店）,4.9,潮汕牛肉火锅,总部基地,115.0,1185
1248107762,辣小竹串铺火锅,4.9,串串香,石园,89.0,358
150441841,功夫潮牛潮汕牛肉火锅（上地店）,4.9,潮汕牛肉火锅,上地,101.0,1681
101320912,沸炉重庆老火锅（牡丹园店）,4.9,重庆火锅,牡丹园/北太平庄,95.0,1629
40534131,沸炉重庆老火锅（军事博物馆店）,4.9,重庆火锅,北京西站/军博,95.0,1334
1654942506,楠火锅（台湾街店）,4.9,重庆火锅,鲁谷,139.0,202
845518887,阳坊胜利涮羊肉（长楹天街店）,4.9,老北京火锅,常营,104.0,540
1587245418,楠火锅（怀柔店）,4.9,重庆火锅,商业街,129.0,211
193263339,我们六3班串串香（首都机场店）,4.9,串串香,首都机场,73.0,976
631374202,醉二肥肠螺蛳粉火锅（望京总店）,4.9,特色火锅,望京,81.0,661
184175089,重八牛府之不忘初心（学院路店）,4.9,重庆火锅,五道口,102.0,1730
159735321,重庆邹三姐老火锅（东关店）,4.9,重庆火锅,昌平镇,82.0,4328
596759050,鸿姐老火锅（北京首店）,4.9,重庆火锅,东大桥,139.0,168
830030658,谭鸭血老火锅（太平桥店）,4.9,四川火锅,六里桥/丽泽桥,99.0,462
158777137,京都蝎府羊蝎子火锅（珠市口店）,4.9,羊蝎子火锅,前门/大栅栏,88.0,1557
1899556530,福禄娃一家人火锅（上地直营店）,4.9,四川火锅,上地,130.0,145
186709932,313羊庄·荣耀（亚运村店）,4.9,牛羊肉火锅,亚运村,119.0,412
1530191386,重八牛府（房山天街店）,4.9,重庆火锅,良乡,95.0,2436
655381028,愚掌门河鲜鱼火锅·鱼掌门（天坛店）,4.9,鱼火锅,天坛,94.0,286
1950062989,重八牛府之四海来客（食宝街店）,4.9,重庆火锅,航天桥,98.0,1448
373417,羴记四季大盘·涮肉园（双峪店）,4.9,老北京火锅,门头沟城区,94.0,1289
1265074343,左庭右院鲜牛肉火锅（荟聚中心店）,4.9,潮汕牛肉火锅,西红门,128.0,392
727011604,功夫潮牛潮汕牛肉火锅（望京店）,4.9,潮汕牛肉火锅,望京,96.0,616
817473571,京都蝎府羊蝎子火锅（东铁营店）,4.9,羊蝎子火锅,方庄/蒲黄榆,95.0,458
116132164,老诚一锅（通州旗舰店）,4.9,羊蝎子火锅,土桥,85.0,1918
746392691,忆三江灶台渔（天通苑店）,4.9,东北菜,天通苑,86.0,1061
115665640,京都蝎府羊蝎子火锅（洋桥店）,4.9,羊蝎子火锅,洋桥/木樨园,90.0,1120
562805808,瓜娃子老火锅（回龙观店）,4.9,重庆火锅,回龙观,95.0,233
82069363,海底捞火锅（常营华联店）,4.8,四川火锅,常营,110.0,309
1106082113,井格重庆火锅（新街口店）,4.9,重庆火锅,新街口,117.0,564
1437986021,忆三江灶台渔（西红门北二街店）,4.9,东北菜,西红门,69.0,1884
1567695357,沙胆彪炭炉牛杂煲（丰科万达店）,4.9,港式火锅,世界公园,88.0,282
187277595,小肥羊（环球店）,4.9,牛羊肉火锅,梨园,93.0,277
1882989487,豆豆福·老北京铜锅涮肉（牡丹园店）,4.9,老北京火锅,牡丹园/北太平庄,78.0,543
1797659182,老墙根涮肉·铜锅鲜羊肉（六里桥店）,4.9,老北京火锅,北京西站/六里桥,103.0,290
1134614284,井格重庆火锅（丰台大悦春风里店）,4.9,重庆火锅,新宫,111.0,296
277814,王家渡火锅店（怀柔迎宾北路店）,4.9,四川火锅,怀柔城区,114.0,396
1821722422,井格重庆火锅（汉光百货店）,4.9,重庆火锅,西单,117.0,424
186886835,呷哺呷哺（合生广场店）,4.9,小火锅,洋桥/木樨园,63.0,1909
742608764,蜀主成都串串酒馆（西直门凯德MALL店）,4.9,串串香,西直门/动物园,109.0,79
795537744,南城魏三涮肉（龙河路店）,4.9,老北京火锅,黄村,67.0,551
163586983,呷哺呷哺（城乡世纪广场店）,4.9,小火锅,亦庄,65.0,1587
194594196,惠涮·铜锅涮肉·烧烤（长阳店）,4.9,老北京火锅,良乡,81.0,412
356375,呷哺呷哺（顺义美廉美店）,4.9,小火锅,石园,69.0,1588
1159499007,仙座•重庆市井火锅（良乡店）,4.9,重庆火锅,良乡,82.0,413
1231710476,呷哺呷哺（大悦春风里店）,4.9,小火锅,黄村,68.0,1588
196004605,呷哺呷哺（良乡时代广场店）,4.9,小火锅,良乡,68.0,2491
182428154,重庆邹三姐老火锅（王佐店）,4.9,重庆火锅,云岗,82.0,697
42445072,重庆邹三姐老火锅（顺义店）,4.9,重庆火锅,顺义城区,86.0,1828
1173361043,k泰星空帐篷餐厅•港式花胶鸡火锅（望京店）,4.9,港式火锅,望京,151.0,219
879873518,第六季自助餐厅（中关村店）,4.9,综合自助,中关村,349.0,114
701658617,阳坊胜利涮羊肉·顶店,4.9,老北京火锅,亚运村,186.0,62
1657379,呷哺呷哺（五棵松店）,4.9,小火锅,五棵松,65.0,2113
274595,呷哺呷哺（望京国际店）,4.9,小火锅,望京,65.0,1180
963669772,盛世火锅鸡（龙德广场店）,4.9,炭火锅/铜锅,天通苑,74.0,687
708047165,313羊庄·荣耀（民族园店）,4.9,牛羊肉火锅,鸟巢/水立方,108.0,141
1870553087,313羊庄·铁锅烀羊肉（丰台店）,4.9,牛羊肉火锅,青塔,118.0,103
182484803,新辣道鱼火锅（房山龙湖店）,4.9,鱼火锅,良乡,96.0,410
1004126076,新京熹·北京涮肉（王府井银泰店）,4.9,老北京火锅,王府井/东单,249.0,38
537322471,肇涷涞涮肉（方庄店）,4.9,老北京火锅,方庄/蒲黄榆,96.0,146
1771317380,楠火锅（酒仙桥店）,4.9,重庆火锅,酒仙桥,148.0,33
1057960843,渡娘火锅（门头沟龙湖店）,4.9,四川火锅,门头沟城区,120.0,166
951076679,楠火锅（天通苑华联店）,4.9,重庆火锅,天通苑,136.0,49
1662350631,签王之王牛肉串串火锅（延庆万达店）,4.8,串串香,延庆城区,79.0,562
1790306642,我们一起去成都（昌平沙河店）,4.9,川菜,沙河,56.0,506
1641926080,百草滩羊涮羊肉（望京店）,4.9,牛羊肉火锅,望京,178.0,152
112813468,江二娃火锅串串香（燕山店）,4.9,串串香,燕山,57.0,1079
1754078520,橙胜追鸡铁锅肥肠地锅鸡（虎坊桥店）,4.9,本地鸡窝火锅,虎坊桥,88.0,159
792431392,k泰星空帐篷餐厅•港式花胶鸡火锅（三里屯店）,4.9,港式火锅,三里屯/工体,158.0,145
150350620,呷哺呷哺（温泉中心店）,4.9,小火锅,海淀区,66.0,1570
728110104,里白海南椰子鸡火锅（回龙观店）,4.9,特色火锅,回龙观,187.0,39
94729974,呷哺呷哺（星空假日酒店店）,4.9,小火锅,亦庄,66.0,985
1119861754,橙胜追鸡铁锅肥肠地锅鸡（管庄店）,5.0,本地鸡窝火锅,管庄,66.0,270
1375153848,小肥羊（北京中央城店）,4.9,牛羊肉火锅,长阳镇,87.0,309
1188854122,京味斋·老城铜锅涮肉（月坛店）,4.9,老北京火锅,月坛,109.0,637
872338728,k泰星空帐篷餐厅·港式花胶鸡火锅（双井店）,4.9,港式火锅,双井,151.0,166
1696974951,呷哺呷哺（通州物资学院店）,4.9,小火锅,物资学院,67.0,1281
1663826,呷哺呷哺（延庆亿隆店）,4.9,小火锅,延庆城区,68.0,1690
1208956580,呷哺呷哺（华业东方玫瑰店）,4.8,小火锅,梨园,66.0,1125
164721571,呷哺呷哺（七里庄首航超市店）,4.9,小火锅,北大地/万丰路,63.0,1065
347551,呷哺呷哺（旧宫永辉超市店）,4.9,小火锅,旧宫,64.0,1845
1439638592,蜀老三黑豆花鱼火锅（后沙峪店）,4.9,鱼火锅,后沙峪,62.0,700
158921740,呷哺呷哺（大兴天键广场店）,4.9,小火锅,黄村,67.0,960
352471,呷哺呷哺（顺义博联店）,4.9,小火锅,顺义城区,69.0,1773
694186443,东来顺（华贸店）,4.9,老北京火锅,大望路,201.0,108
319212,呷哺呷哺（密云鼓楼大街店）,4.9,小火锅,密云县县城,65.0,1713
1138936644,313羊庄·荣耀（柳芳旗舰店）,4.9,牛羊肉火锅,左家庄,120.0,85
1296350992,四合居老北平涮肉坊（双河店）,4.9,老北京火锅,石园,79.0,1120
1309691981,马老官美蛙鱼头火锅,4.9,鱼火锅,昌平镇,94.0,203
90418434,呷哺呷哺（亦庄新城商厦店）,4.9,小火锅,次渠,64.0,1402
190746375,李二鲜鱼火锅（谷丰东路店）,4.9,鱼火锅,平谷城区,60.0,759
1515111472,良匠仁·羊庄（回龙观店）,4.9,牛羊肉火锅,回龙观,105.0,176
372363,呷哺呷哺（万丰路亿客隆店）,4.8,小火锅,六里桥/丽泽桥,66.0,888
705888705,呷哺呷哺（永旺梦乐城店）,4.9,小火锅,世界公园,65.0,757
1314383130,点吧点儿·螺蛳粉肥肠锅（亦庄店）,4.9,川菜,亦庄,98.0,113
4540905,呷哺呷哺（马驹桥天和嘉园店）,4.9,小火锅,马驹桥,66.0,1531
1063777220,月亮狮家的火锅（五道口店）,4.9,重庆火锅,五道口,76.0,1082
1795349102,老诚一锅（平谷乐西店）,4.9,羊蝎子火锅,平谷城区,67.0,216
1947684763,呷哺呷哺（延庆万达店）,4.9,小火锅,延庆城区,68.0,1626
162926360,呷哺呷哺（万象汇店）,4.9,小火锅,密云县县城,62.0,1197
650810411,鑫隆四季涮肉·羊蝎子·烧烤（马家堡店）,4.9,老北京火锅,马家堡/角门,83.0,288
6006932,呷哺呷哺（大兴狼垡店）,4.9,小火锅,大兴区,68.0,990
868509308,鱼神探·新派纸包鱼（物资学院店）,4.9,烤鱼,物资学院,68.0,489
1273199428,湘粤食府（北苑大酒店）,4.9,粤菜,北苑家园,123.0,104
1158757394,王婆大虾新派自助（物资学院店）,4.9,海鲜火锅,物资学院,69.0,857
1700826221,双龙井状元火锅·川渝味道（平谷旗舰店）,4.9,四川火锅,平谷城区,86.0,265
1078175968,元南门铜锅涮肉,4.9,老北京火锅,广外大街,81.0,320
1665221568,呷哺呷哺（十里堡新城市广场店）,4.9,小火锅,朝阳大悦城,63.0,457
1953581682,悦TA音乐餐厅（百子湾店）,4.9,港式火锅,百子湾,224.0,55
73228600,呷哺呷哺（九棵树家乐福店）,4.9,小火锅,九棵树,48.0,568
846868542,蜀老三黑豆花鱼火锅（府学路店）,4.9,鱼火锅,昌平镇,67.0,277
1794859043,旧县羊蝎子（新城街店）,4.9,羊蝎子火锅,延庆城区,83.0,720
1656395,呷哺呷哺（千禧街店）,4.9,小火锅,青塔,70.0,756
